,Record_ID,Year,Month,Day,Decimal_latitude,Decimal_longitude,Country,Location,Depth,Replicate,Coris_julis,Epinephelus_marginatus,Fistularia_commersonii,Serranus_cabrilla,Sparisoma_cretense,Siganus_luridus,Siganus_rivulatus,Sarpa_salpa,Serranus_scriba,Thalassoma_pavo,Pterois_miles,Stephanolopis_diaspros,Parupeneus_forskali,Pempheris_rhomboidea,Torquigener_flavimaculosus
137,549,2013,7,14.0,36.0531,14.188566,MT,Dwejra,5_10,1,7.0,0.0,0.0,0.0,8.0,0.0,0.0,5.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0
138,553,2013,7,24.0,35.923983,14.3366,MT,Gnejna,1_3,1,7.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
139,557,2013,7,24.0,35.923983,14.3366,MT,Gnejna,11_20,1,11.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
140,561,2013,7,24.0,35.923983,14.3366,MT,Gnejna,21_30,1,7.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
141,565,2013,7,24.0,35.923983,14.3366,MT,Gnejna,5_10,1,4.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0
142,569,2013,8,29.0,43.482667,16.321056,HR,Ciovo Jug,1_3,1,16.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
143,573,2013,8,29.0,43.489667,16.385611,HR,Ciovo Punta,1_3,1,40.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
144,577,2013,8,29.0,43.507528,16.389361,HR,Marjan,1_3,1,18.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
145,581,2013,8,30.0,44.082222,9.883333,IT,Baia Blu,1_3,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
146,582,2013,8,1.0,44.082222,9.883333,IT,Baia Blu,1_3,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,584,2013,8,1.0,44.082222,9.883333,IT,Baia Blu,1_3,2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,586,2013,8,1.0,44.082222,9.883333,IT,Baia Blu,1_3,3,8.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,588,2013,8,1.0,44.082222,9.883333,IT,Baia Blu,1_3,4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,590,2013,8,1.0,44.082222,9.883333,IT,Baia Blu,1_3,5,6.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
151,592,2013,8,1.0,44.082222,9.883333,IT,Baia Blu,1_3,6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
152,594,2013,8,1.0,44.082222,9.883333,IT,Baia Blu,1_3,7,14.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
153,596,2013,8,1.0,44.082222,9.883333,IT,Baia Blu,1_3,8,11.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
154,597,2013,8,2.0,44.048888,9.831111,IT,Porto Venere,1_3,1,8.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
155,605,2013,8,1.0,44.060555,9.925277,IT,Tellaro,1_3,1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,613,2013,8,3.0,35.9887,14.327666,MT,Cirkewa,1_3,1,3.0,0.0,0.0,0.0,6.0,0.0,0.0,14.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0
157,617,2013,8,3.0,35.9887,14.327666,MT,Cirkewa,11_20,1,4.0,0.0,0.0,0.0,5.0,0.0,0.0,8.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
158,621,2013,8,3.0,35.9887,14.327666,MT,Cirkewa,21_30,1,8.0,0.0,0.0,0.0,4.0,0.0,0.0,10.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
159,625,2013,8,3.0,35.9887,14.327666,MT,Cirkewa,5_10,1,4.0,0.0,0.0,0.0,6.0,0.0,0.0,12.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0
160,629,2013,8,10.0,36.0531,14.188566,MT,Dwejra,1_3,1,3.0,0.0,0.0,0.0,9.0,0.0,0.0,12.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0
161,633,2013,8,10.0,36.0531,14.188566,MT,Dwejra,11_20,1,6.0,0.0,0.0,1.0,4.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
162,637,2013,8,10.0,36.0531,14.188566,MT,Dwejra,21_30,1,5.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
163,641,2013,8,10.0,36.0531,14.188566,MT,Dwejra,5_10,1,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0
164,645,2013,8,22.0,35.923983,14.3366,MT,Gnejna,1_3,1,6.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
165,649,2013,8,22.0,35.923983,14.3366,MT,Gnejna,11_20,1,4.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
166,653,2013,8,22.0,35.923983,14.3366,MT,Gnejna,21_30,1,6.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
167,657,2013,8,22.0,35.923983,14.3366,MT,Gnejna,5_10,1,3.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
168,661,2013,9,10.0,42.344682,3.202059,ES,Les Clisques,1_3,1,17.0,0.0,0.0,2.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,665,2013,9,21.0,42.350778,3.18471,ES,Sarnella,1_3,1,20.0,0.0,0.0,1.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,669,2013,9,22.0,42.345486,3.20917,ES,Tamariua,1_3,1,27.0,0.0,0.0,2.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,673,2013,9,15.0,43.482667,16.321056,HR,Ciovo Jug,1_3,1,16.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
172,674,2013,9,8.0,43.482667,16.321056,HR,Ciovo Jug,1_3,1,14.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
173,676,2013,9,8.0,43.482667,16.321056,HR,Ciovo Jug,1_3,2,16.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
174,678,2013,9,8.0,43.482667,16.321056,HR,Ciovo Jug,1_3,3,16.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
175,680,2013,9,8.0,43.482667,16.321056,HR,Ciovo Jug,1_3,4,14.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
176,681,2013,9,15.0,43.489667,16.385611,HR,Ciovo Punta,1_3,1,38.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
177,682,2013,9,8.0,43.489667,16.385611,HR,Ciovo Punta,1_3,1,38.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
178,684,2013,9,8.0,43.489667,16.385611,HR,Ciovo Punta,1_3,2,30.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
179,686,2013,9,8.0,43.489667,16.385611,HR,Ciovo Punta,1_3,3,40.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
180,688,2013,9,8.0,43.489667,16.385611,HR,Ciovo Punta,1_3,4,25.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
181,689,2013,9,15.0,43.507528,16.389361,HR,Marjan,1_3,1,17.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0
182,690,2013,9,8.0,43.507528,16.389361,HR,Marjan,1_3,1,22.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
183,692,2013,9,8.0,43.507528,16.389361,HR,Marjan,1_3,2,21.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
184,694,2013,9,8.0,43.507528,16.389361,HR,Marjan,1_3,3,16.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
185,696,2013,9,8.0,43.507528,16.389361,HR,Marjan,1_3,4,11.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
186,697,2013,9,3.0,44.048888,9.831111,IT,Porto Venere,1_3,1,12.0,0.0,0.0,1.0,0.0,0.0,0.0,82.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
187,705,2013,9,3.0,44.060555,9.925277,IT,Tellaro,1_3,1,17.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,713,2013,9,,35.86413,12.882499,IT,Faraglioni di Linosa,1_3,1,2.0,0.0,0.0,0.0,14.0,1.0,0.0,17.0,4.0,91.0,0.0,0.0,0.0,0.0,0.0
189,717,2013,9,,35.87511,12.864366,IT,Mannarazza,1_3,1,2.0,0.0,0.0,0.0,12.0,0.0,0.0,16.0,1.0,63.0,0.0,0.0,0.0,0.0,0.0
190,721,2013,9,,35.862072,12.8529,IT,Pozzolana,1_3,1,0.0,0.0,0.0,0.0,20.0,1.0,0.0,57.0,3.0,60.0,0.0,0.0,0.0,0.0,0.0
191,725,2013,9,8.0,35.9887,14.327666,MT,Cirkewa,1_3,1,4.0,0.0,0.0,0.0,5.0,0.0,0.0,12.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0
192,729,2013,9,8.0,35.9887,14.327666,MT,Cirkewa,11_20,1,3.0,0.0,0.0,1.0,4.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
193,733,2013,9,8.0,35.9887,14.327666,MT,Cirkewa,21_30,1,5.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
194,737,2013,9,8.0,35.9887,14.327666,MT,Cirkewa,5_10,1,6.0,1.0,0.0,0.0,5.0,0.0,0.0,8.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0
195,741,2013,9,9.0,36.0531,14.188566,MT,Dwejra,1_3,1,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0
196,745,2013,9,9.0,36.0531,14.188566,MT,Dwejra,11_20,1,4.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0
197,749,2013,9,9.0,36.0531,14.188566,MT,Dwejra,21_30,1,4.0,0.0,0.0,2.0,2.0,0.0,0.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
198,753,2013,9,9.0,36.0531,14.188566,MT,Dwejra,5_10,1,6.0,1.0,0.0,0.0,10.0,0.0,0.0,2.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0
199,757,2013,9,23.0,35.923983,14.3366,MT,Gnejna,1_3,1,5.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
200,761,2013,9,23.0,35.923983,14.3366,MT,Gnejna,11_20,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
201,765,2013,9,23.0,35.923983,14.3366,MT,Gnejna,21_30,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
202,769,2013,9,23.0,35.923983,14.3366,MT,Gnejna,5_10,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
203,773,2013,10,18.0,38.166483,-0.487267,ES,Cantera,1_3,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0
204,777,2013,10,18.0,38.166133,-0.475566,ES,Puerto,1_3,1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
205,781,2013,10,23.0,38.163883,-0.4653,ES,Punta Falcó,1_3,1,6.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,6.0,14.0,0.0,0.0,0.0,0.0,0.0
206,785,2014,6,13.0,37.34989,9.843583,TN,Les Grottes,5_10,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,789,2014,6,14.0,37.27861,9.895,TN,Mizilouna,11_20,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
208,793,2014,6,13.0,37.57722,9.933611,TN,Ras El Blat,11_20,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
209,797,2014,6,16.0,35.50944,11.07667,TN,Borj Erras,11_20,1,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
210,798,2014,6,16.0,35.50944,11.07667,TN,Borj Erras,11_20,1,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
211,800,2014,6,16.0,35.50944,11.07667,TN,Borj Erras,11_20,2,4.0,0.0,0.0,3.0,0.0,0.0,0.0,50.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
212,802,2014,6,16.0,35.50944,11.07667,TN,Borj Erras,11_20,3,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
213,804,2014,6,16.0,35.50944,11.07667,TN,Borj Erras,11_20,4,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
214,805,2014,6,15.0,35.50944,11.07667,TN,Borj Erras,5_10,1,2.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
215,809,2014,7,14.0,35.9887,14.327666,MT,Cirkewa,1_3,1,5.0,2.0,0.0,1.0,4.0,0.0,0.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0
216,813,2014,7,14.0,35.9887,14.327666,MT,Cirkewa,11_20,1,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
217,817,2014,7,14.0,35.9887,14.327666,MT,Cirkewa,21_30,1,0.0,1.0,0.0,1.0,5.0,0.0,0.0,14.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0
218,821,2014,7,14.0,35.9887,14.327666,MT,Cirkewa,5_10,1,4.0,1.0,0.0,0.0,8.0,0.0,0.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0
219,825,2014,7,15.0,36.0531,14.188566,MT,Dwejra,1_3,1,3.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0
220,829,2014,7,15.0,36.0531,14.188566,MT,Dwejra,11_20,1,5.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
221,833,2014,7,15.0,36.0531,14.188566,MT,Dwejra,21_30,1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0
222,837,2014,7,15.0,36.0531,14.188566,MT,Dwejra,5_10,1,6.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0
223,841,2014,7,23.0,35.923983,14.3366,MT,Gnejna,1_3,1,8.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0
224,845,2014,7,23.0,35.923983,14.3366,MT,Gnejna,11_20,1,6.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
225,849,2014,7,23.0,35.923983,14.3366,MT,Gnejna,21_30,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
226,853,2014,7,23.0,35.923983,14.3366,MT,Gnejna,5_10,1,7.0,0.0,0.0,0.0,6.0,5.0,5.0,7.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0
227,857,2014,8,29.0,42.350778,3.18471,ES,Sarnella,1_3,1,29.0,0.0,0.0,2.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,861,2014,8,,35.86413,12.882499,IT,Faraglioni di Linosa,1_3,1,2.0,0.0,0.0,0.0,8.0,0.0,0.0,10.0,2.0,40.0,0.0,0.0,0.0,0.0,0.0
229,865,2014,8,,35.87511,12.864366,IT,Mannarazza,1_3,1,1.0,0.0,0.0,0.0,14.0,1.0,0.0,30.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0
230,869,2014,8,,35.862072,12.8529,IT,Pozzolana,1_3,1,1.0,0.0,0.0,0.0,15.0,1.0,0.0,47.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0
231,873,2014,8,14.0,35.9887,14.327666,MT,Cirkewa,1_3,1,3.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0
232,877,2014,8,14.0,35.9887,14.327666,MT,Cirkewa,11_20,1,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
233,881,2014,8,14.0,35.9887,14.327666,MT,Cirkewa,21_30,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
234,885,2014,8,14.0,35.9887,14.327666,MT,Cirkewa,5_10,1,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
235,889,2014,8,23.0,36.0531,14.188566,MT,Dwejra,1_3,1,0.0,0.0,0.0,2.0,6.0,0.0,0.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0
236,893,2014,8,23.0,36.0531,14.188566,MT,Dwejra,11_20,1,6.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
237,897,2014,8,23.0,36.0531,14.188566,MT,Dwejra,21_30,1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
238,901,2014,8,23.0,36.0531,14.188566,MT,Dwejra,5_10,1,2.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
239,905,2014,8,14.0,35.923983,14.3366,MT,Gnejna,1_3,1,5.0,0.0,0.0,0.0,2.0,1.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
240,909,2014,8,14.0,35.923983,14.3366,MT,Gnejna,11_20,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
241,913,2014,8,14.0,35.923983,14.3366,MT,Gnejna,21_30,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
242,917,2014,8,14.0,35.923983,14.3366,MT,Gnejna,5_10,1,5.0,0.0,0.0,0.0,2.0,0.0,0.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
243,921,2014,9,8.0,42.335162,3.261481,ES,Cala Serena,1_3,1,47.0,0.0,0.0,3.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,925,2014,9,1.0,42.248979,3.244335,ES,La Pelosa,1_3,1,38.0,0.0,0.0,1.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,929,2014,9,9.0,42.344682,3.202059,ES,Les Clisques,1_3,1,22.0,0.0,0.0,4.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,933,2014,9,9.0,42.345486,3.20917,ES,Tamariua,1_3,1,23.0,0.0,0.0,2.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,937,2014,9,30.0,43.482667,16.321056,HR,Ciovo Jug,1_3,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
248,938,2014,9,3.0,43.482667,16.321056,HR,Ciovo Jug,1_3,1,12.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
249,940,2014,9,3.0,43.482667,16.321056,HR,Ciovo Jug,1_3,2,12.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
250,942,2014,9,3.0,43.482667,16.321056,HR,Ciovo Jug,1_3,3,20.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
251,944,2014,9,3.0,43.482667,16.321056,HR,Ciovo Jug,1_3,4,15.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
252,945,2014,9,30.0,43.489667,16.385611,HR,Ciovo Punta,1_3,1,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
253,946,2014,9,3.0,43.489667,16.385611,HR,Ciovo Punta,1_3,1,16.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
254,948,2014,9,3.0,43.489667,16.385611,HR,Ciovo Punta,1_3,2,20.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
255,950,2014,9,3.0,43.489667,16.385611,HR,Ciovo Punta,1_3,3,18.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
256,952,2014,9,3.0,43.489667,16.385611,HR,Ciovo Punta,1_3,4,27.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
257,953,2014,9,30.0,43.507528,16.389361,HR,Marjan,1_3,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
258,954,2014,9,3.0,43.507528,16.389361,HR,Marjan,1_3,1,13.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
259,956,2014,9,3.0,43.507528,16.389361,HR,Marjan,1_3,2,12.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
260,958,2014,9,3.0,43.507528,16.389361,HR,Marjan,1_3,3,17.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
261,960,2014,9,3.0,43.507528,16.389361,HR,Marjan,1_3,4,10.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
262,961,2014,9,16.0,35.9887,14.327666,MT,Cirkewa,1_3,1,3.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0
263,965,2014,9,16.0,35.9887,14.327666,MT,Cirkewa,11_20,1,6.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
264,969,2014,9,16.0,35.9887,14.327666,MT,Cirkewa,21_30,1,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
265,973,2014,9,16.0,35.9887,14.327666,MT,Cirkewa,5_10,1,5.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0
266,977,2014,9,8.0,36.0531,14.188566,MT,Dwejra,1_3,1,2.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0
267,981,2014,9,8.0,36.0531,14.188566,MT,Dwejra,11_20,1,3.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
268,985,2014,9,8.0,36.0531,14.188566,MT,Dwejra,21_30,1,4.0,1.0,0.0,2.0,2.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
269,989,2014,9,8.0,36.0531,14.188566,MT,Dwejra,5_10,1,1.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0
270,993,2014,9,28.0,35.923983,14.3366,MT,Gnejna,1_3,1,4.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
271,997,2014,9,28.0,35.923983,14.3366,MT,Gnejna,11_20,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
272,1001,2014,9,28.0,35.923983,14.3366,MT,Gnejna,21_30,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
273,1005,2014,9,28.0,35.923983,14.3366,MT,Gnejna,5_10,1,4.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
274,1009,2014,11,25.0,43.482667,16.321056,HR,Ciovo Jug,1_3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
275,1011,2014,11,25.0,43.482667,16.321056,HR,Ciovo Jug,1_3,2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
